,Unnamed: 0,nb_reuse,tools,nb_own,list_own,nb_contrib,list_contrib,nb_wf,list_wf
1382,1382,44,['Flye'],33,"['nf-core', 'dfornika', 'mpieva', 'vpeddu', 'UMCUGenetics', 'SherineAwad', 'eQTL-Catalogue', 'zamanianlab', 'hirenbioinfo', 'ggrimes', 'replikation', 'likelet', 'sripaladugu', 'gates-mri-bioinformatics', 'alexpiper', 'kevbrick', 'quinlan-lab', 'czbiohub', 'gongyh', 'plateau-gao', 'jiangfuqing', 'grpiccoli', 'didillysquat', 'darcyabjones', 'stevekm', 'h3abionet', 'brentp', 'UCL-BLIC', 'remiolsen', 'marcodelapierre', 'ralsallaq', 'biomedbigdata', 'elowy01']",80,"['nf-core-bot', 'mzamanian', 'kaitlinchaung', 'octavia-c', 'kevbrick', 'mamanambiya', 'malinlarsson', 'plateau-gao', 'chelauk', 'FriederikeHanssen', 'kcleal', 'KevinMenden', 'stevekm', 'kalanir', 'ellendejong', 'alneberg', 'apeltzer', 'vpeddu', 'ggrimes', 'ywilke', 'hirenbioinfo', 'Rotholandus', 'ralf-tambets', 'replikation', 'ffmmulder', 'alexpiper', 'weiqijin', 'gongyh', 'ewels', 'rernst', 'kerimoff', 'adrlar', 'didillysquat', 'chenthorn', 'pditommaso', 'dladd', 'kauralasoo', 'olgabot', 'davidmasp', 'remiolsen', 'marcodelapierre', 'chris-cheshire', 'maxulysse', 'merszym', 'liameabbott', 'lekhakaranam', 'ameintjes', 'mult1fractal', 'bioinformatist', 'pcantalupo', 'darcyabjones', 'brentp', 'phoenixAja', 'jherrero', 'dfornika', 'melferink', 'pranathivemuri', 'likelet', 'sofiahaglund', 'skrakau', 'lconde-ucl', 'bluegenes', 'dengshuang0116', 'tiagochst', 'wjv', 'szilvajuhos', 'sawibo', 'lescai', 'brwnj', 'chuan-wang', 'charlotte-west', 'jfnavarro', 'jordeu', 'cjfields', 'ggabernet', 'arontommi', 'drpatelh', 'winni2k', 'ralsallaq', 'elowy01']",38,"['nf-core-scgs', 'CUTnTag', 'reference-database', 'hicscaff', 'pipeIt', 'nf-sicilian', 'simulate-reads', 'metaGx_nf', 'rnaseq_variant_calling', 'FOG', 'rare-disease-wf', 'nf-core-testworkflow', 'illumina-nf', 'genimpute', 'nextflow_rnaseq_training_dataset', 'ev-meta', 'docker_pipelines', 'piperline', 'nextflow_pipeline', 'cutandrun', 'kopp_2021_fowl', 'nf-core-circRNA-sponging', 'chipimputation_evaluate_chips', 'Core_RNAseq-nf', 'nf-predictorthologs', 'germline_somatic', 'circPipe', 'nf-large-assembly', 'quicksand', 'nextflow-demos', 'NextflowModules', 'panann', 'nf-core-mytrial', 'preon', 'nf-bowtie', 'nextflow-pipeline-demo', 'wgsalign', 'Chip-seq']"
1455,1455,34,['FastQC'],26,"['nf-core', 'harleenduggal', 'cguyomar', 'peterk87', 'liameabbott', 'tamara-hodgetts', 'kevinpryan', 'ggrimes', 'SpikyClip', 'lauramble', 'lucacozzuto', 'nibscbioinformatics', 'qbicsoftware-archive', 'shaunchuah', 'lukasjelonek', 'czbiohub', 'icbi-lab', 'samlhao', 'chelauk', 'lwratten', 'sebastianlzy', 'wtsi-hgi', 'jgolob', 'christophstach', 'remiolsen', 'awilson0']",57,"['maxulysse', 'abyssum', 'nf-core-bot', 'harleenduggal', 'v-clarissa', 'cguyomar', 'liameabbott', 'peterk87', 'tamara-hodgetts', 'kevinpryan', 'evanfloden', 'cavei', 'ggrimes', 'kaurravneet4123', 'SpikyClip', 'gn5', 'lauramble', 'jtangrot', 'lucacozzuto', 'colindaven', 'PhilPalmer', 'cying111', 'MGordon09', 'yuukiiwa', 'emnilsson', 'shaunchuah', 'sminot', 'wtsi-mercury', 'Sanger-ad7', 'avantonder', 'lukasjelonek', 'samlhao', 'riederd', 'schorlton', 'heathervant', 'ewels', 'chelauk', 'drpatelh', 'lwratten', 'lescai', 'alexandregilardet', 'KevinMenden', 'asafpr', 'd4straub', 'antunderwood', 'pditommaso', 'jgolob', 'christophstach', 'thanhleviet', 'csawye01', 'olgabot', 'ggabernet', 'alneberg', 'apeltzer', 'remiolsen', 'DiegoBrambilla', 'erikrikarddaniel']",33,"['nf-core-conva', 'bactmap', 'hicscaff', 'sequencing-technology-usage-diagram', 'scoop', 'NEXTFLOW-fastqc', 'nf-ase', 'nextflow-pipelines', 'nextflow-demo', 'nextNEOpi', 'maliampi', 'eqtl', 'hgtsimulation', 'nf-core-mutectplatypus', 'nf-core-umi_preprocessing', 'llrnaseq', 'nf-core-buggybarcodes', 'cfdna_nextflow', 'nanorna-bam', 'rtp_workshop', 'bulk-rna-seq-pipeline', 'rnaseq-vizfada', 'live-pipeline-nextflow', 'ampliseq', 'elixir_NF', 'crispy-chainsaw', 'nf-core-platypus', 'nanoseq', 'nf-tracer', 'microarray-qc-workflow', 'nf-illmap', 'bugseq-pipeline', 'nf-atac-seq']"
1456,1456,44,['HISAT2'],19,"['nf-core', 'tamara-hodgetts', 'xiaoli-dong', 'ajodeh-juma', 'vibbits', 'junyu-boston', 'SpikyClip', 'lauramble', 'jgallowa07', 'StaPH-B', 'alam1988', 'nibscbioinformatics', 'tdelhomme', 'jfy133', 'jgolob', 'erikrikarddaniel', 'alakob', 'remiolsen', 'ray1919']",86,"['rsuchecki', 'nf-core-bot', 'sven1103', 'Galithil', 'lauramble', 'kviljoen', 'jgallowa07', 'aanil', 'GhadaNOUAIRIA', 'jemten', 'na399', 'FriederikeHanssen', 'KevinMenden', 'robsyme', 'jgolob', 'thanhleviet', 'alneberg', 'apeltzer', 'angelovangel', 'tamara-hodgetts', 'evanfloden', 'jordwil', 'colindaven', 'orionzhou', 'sminot', 'amayer21', 'avantonder', 'drejom', 'tdelhomme', 'silviamorins', 'vezzi', 'ewels', 'grst', 'alexandregilardet', 'marchoeppner', 'jburos', 'pditommaso', 'dladd', 'olgabot', 'remiolsen', 'ray1919', 'rfenouil', 'chris-cheshire', 'LeuThrAsp', 'maxulysse', 'ajodeh-juma', 'kaurravneet4123', 'mvanins', 'pcantalupo', 'bewt85', 'mashehu', 'jfy133', 'lpantano', 'xlinxlin', 'senthil10', 'BABS-STP1', 'd4straub', 'antunderwood', 'alakob', 'pranathivemuri', 'xiaoli-dong', 'veeravalli', 'paulklemm', 'matrulda', 'SpikyClip', 'Hammarn', 'sofiahaglund', 'jun-wan', 'rivera10', 'zxl124', 'skrakau', 'alam1988', 'ignaciot', 'alex-botzki', 'abhi18av', 'ppericard', 'lescai', 'chuan-wang', 'charlotte-west', 'jordeu', 'abotzki', 'cjfields', 'ggabernet', 'arontommi', 'drpatelh', 'erikrikarddaniel']",25,"['pathogen', 'nf-core-conva', 'nf-core-viralevo', 'bactmap', 'scoop', 'lRNA-Seq', 'nascent', 'viclara', 'maliampi', 'bacass', 'ena-bracken-annotation', 'mycosnp', 'cutandrun', 'llrnaseq', 'magph', 'archaeodiet', 'rnaseq-vizfada', 'vcf_ancestry-nf', 'Nextflow-Example', 'nf-core-radseq', 'Nextflow', 'rnaseq-editing', 'pfitmap-nextflow', 'dicerna-rnaseq', 'nf-atac-seq']"
1457,1457,56,['MultiQC'],21,"['nf-core', 'tamara-hodgetts', 'telatin', 'ajodeh-juma', 'vibbits', 'junyu-boston', 'SpikyClip', 'lauramble', 'jgallowa07', 'StaPH-B', 'grbot', 'alam1988', 'nibscbioinformatics', 'tdelhomme', 'jfy133', 'canceromics', 'jgolob', 'erikrikarddaniel', 'alakob', 'remiolsen', 'ray1919']",90,"['rsuchecki', 'nf-core-bot', 'sven1103', 'Galithil', 'lauramble', 'kviljoen', 'jgallowa07', 'aanil', 'grbot', 'GhadaNOUAIRIA', 'jemten', 'na399', 'FriederikeHanssen', 'KevinMenden', 'robsyme', 'jgolob', 'thanhleviet', 'alneberg', 'apeltzer', 'angelovangel', 'tamara-hodgetts', 'evanfloden', 'jordwil', 'colindaven', 'orionzhou', 'sminot', 'amayer21', 'avantonder', 'drejom', 'tdelhomme', 'canceromics', 'silviamorins', 'vezzi', 'ewels', 'grst', 'alexandregilardet', 'marchoeppner', 'jburos', 'pditommaso', 'dladd', 'olgabot', 'remiolsen', 'ray1919', 'rfenouil', 'chris-cheshire', 'LeuThrAsp', 'maxulysse', 'telatin', 'ajodeh-juma', 'kaurravneet4123', 'mvanins', 'pcantalupo', 'bewt85', 'mashehu', 'jfy133', 'lpantano', 'vmikk', 'xlinxlin', 'senthil10', 'BABS-STP1', 'd4straub', 'antunderwood', 'alakob', 'pranathivemuri', 'veeravalli', 'paulklemm', 'matrulda', 'SpikyClip', 'likelet', 'Hammarn', 'sofiahaglund', 'jun-wan', 'rivera10', 'zxl124', 'skrakau', 'alam1988', 'juneb4869', 'alex-botzki', 'abhi18av', 'ppericard', 'lescai', 'chuan-wang', 'charlotte-west', 'abotzki', 'jordeu', 'cjfields', 'ggabernet', 'arontommi', 'drpatelh', 'erikrikarddaniel']",27,"['nextflow-example', 'nf-core-conva', 'nf-core-viralevo', 'bactmap', 'hicscaff', 'scoop', 'lRNA-Seq', 'viclara', 'nanostring', 'outlaw', 'maliampi', 'bacass', 'ena-bracken-annotation', 'mycosnp', 'cutandrun', 'llrnaseq', 'archaeodiet', 'rnaseq-vizfada', 'vcf_ancestry-nf', 'MeRIPseqPipe', 'Nextflow-Example', 'run-fastqc', 'Nextflow', 'rnaseq-editing', 'pfitmap-nextflow', 'dicerna-rnaseq', 'nf-atac-seq']"
1460,1460,49,['STAR'],19,"['aleks96n', 'nf-core', 'telatin', 'ajodeh-juma', 'vibbits', 'junyu-boston', 'SpikyClip', 'replikation', 'lauramble', 'jvierstra', 'alam1988', 'nibscbioinformatics', 'canceromics', 'tdelhomme', 'raygozag', 'viktorlj', 'jgolob', 'leipzig', 'ray1919']",82,"['rsuchecki', 'nf-core-bot', 'sven1103', 'Galithil', 'lauramble', 'kviljoen', 'aanil', 'jemten', 'na399', 'FriederikeHanssen', 'KevinMenden', 'robsyme', 'jgolob', 'thanhleviet', 'alneberg', 'apeltzer', 'leipzig', 'evanfloden', 'replikation', 'jordwil', 'colindaven', 'bleazard', 'orionzhou', 'sminot', 'amayer21', 'avantonder', 'drejom', 'canceromics', 'tdelhomme', 'silviamorins', 'vezzi', 'ewels', 'grst', 'alexandregilardet', 'marchoeppner', 'jburos', 'pditommaso', 'olgabot', 'ray1919', 'rfenouil', 'aleks96n', 'maxulysse', 'telatin', 'ajodeh-juma', 'kaurravneet4123', 'mult1fractal', 'mvanins', 'mikson60', 'pcantalupo', 'mashehu', 'lpantano', 'vmikk', 'senthil10', 'BABS-STP1', 'd4straub', 'antunderwood', 'viktorlj', 'pranathivemuri', 'veeravalli', 'paulklemm', 'matrulda', 'SpikyClip', 'likelet', 'Hammarn', 'sofiahaglund', 'jvierstra', 'jun-wan', 'zxl124', 'skrakau', 'alam1988', 'juneb4869', 'alex-botzki', 'abhi18av', 'ppericard', 'lescai', 'TrisKast', 'raygozag', 'chuan-wang', 'abotzki', 'ggabernet', 'arontommi', 'drpatelh']",23,"['nextflow-example', 'nf-core-viralevo', 'bactmap', 'scoop', 'lRNA-Seq', 'nf-genotyping', 'cageseq', 'viclara', 'maliampi', 'docker_pipelines', 'llrnaseq', 'BioInfoKallisto', 'viralevo', 'rnaseq-vizfada', 'm6a', 'rnaseq', 'vcf_ancestry-nf', 'MeRIPseqPipe', 'SarekCLLPostProcess', 'scranger', 'Nextflow', 'rnaseq-editing', 'dicerna-rnaseq']"
1461,1461,43,"['HISAT2', 'SAMtools']",33,"['nf-core', 'harleenduggal', 'cguyomar', 'peterk87', 'liameabbott', 'k-florek', 'luomei308', 'telatin', 'ggrimes', 'cidgoh', 'SpikyClip', 'replikation', 'aws-samples', 'adrodrzywolski', 'grbot', 'alam1988', 'sguizard', 'nibscbioinformatics', 'abner24', 'mahesh-panchal', 'icbi-lab', 'chelauk', 'luslab', 'lwratten', 'grpiccoli', 'wtsi-hgi', 'alemenze', 'sickle-in-africa', 'khigashi1987', 'viktorlj', 'leipzig', 'ralsallaq', 'ray1919']",121,"['rsuchecki', 'nf-core-bot', 'sven1103', 'cguyomar', 'amazon-auto', 'luomei308', 'Galithil', 'Alexey-ebi', 'gn5', 'amchakra', 'kviljoen', 'aanil', 'grbot', 'abner24', 'malinlarsson', 'jemten', 'chelauk', 'na399', 'FriederikeHanssen', 'KevinMenden', 'khigashi1987', 'robsyme', 'thanhleviet', 'alneberg', 'leipzig', 'apeltzer', 'BeibeiDu', 'DiegoBrambilla', 'Rahul1711arora', 'duanjunhyq', 'ggrimes', 'replikation', 'jordwil', 'jtangrot', 'colindaven', 'orionzhou', 'amayer21', 'avantonder', 'drejom', 'silviamorins', 'vezzi', 'ewels', 'grst', 'alexandregilardet', 'adrlar', 'marchoeppner', 'george-hall-ucl', 'jburos', 'asafpr', 'alemenze', 'pditommaso', 'drpowell', 'olgabot', 'davidmasp', 'ray1919', 'rfenouil', 'chris-cheshire', 'maxulysse', 'liameabbott', 'sandrocarollo', 'telatin', 'kaurravneet4123', 'kkuret', 'mult1fractal', 'mvanins', 'adrodrzywolski', 'PhilPalmer', 'sguizard', 'c-mertes', 'pcantalupo', 'mderan-da', 'mashehu', 'lpantano', 'candiceh08', 'vmikk', 'peterwharrison', 'senthil10', 'Emiller88', 'anwarMZ', 'CharlotteAnne', 'JoseEspinosa', 'BABS-STP1', 'd4straub', 'antunderwood', 'viktorlj', 'peterk87', 'pranathivemuri', 'veeravalli', 'k-florek', 'paulklemm', 'matrulda', 'ojziff', 'SpikyClip', 'Hammarn', 'sofiahaglund', 'adomingues', 'jun-wan', 'zxl124', 'skrakau', 'alam1988', 'MGordon09', 'emnilsson', 'wtsi-mercury', 'lconde-ucl', 'mahesh-panchal', 'ignaciot', 'abhi18av', 'ppericard', 'szilvajuhos', 'alexthiery', 'lwratten', 'lescai', 'TrisKast', 'chuan-wang', 'jfnavarro', 'ggabernet', 'arontommi', 'drpatelh', 'ralsallaq', 'jackmo375', 'erikrikarddaniel']",42,"['nextflow-example', 'test_nfcore_workflow_chain', 'nf-core-conva', 'reference-database', 'nf-core-viralevo', 'bactmap', 'nf_irods_to_lustre', 'Illumina-ShotgunQuant', 'lRNA-Seq', 'cageseq', 'nascent', 'mnaseseq', 'nf-ase', 'nf-core-example', 'metaGx_nf', 'RNASEQ', 'nextflow_ci', 'FOG', 'RNA_Seq', 'AbinitioTraining', 'isoseq', 'docker_pipelines', 'smartseq2_pipeline', 'saw.sarek', 'nf-core-mutectplatypus', 'nf-core-umi_preprocessing', 'llrnaseq', 'nf-core-buggybarcodes', 'mirkwater', 'CUTRUN_Nextflow', 'nf-ionampliseq', 'aws-gatk-recipe-nextflow-pipeline', 'm6a', 'rnaseq_analysis_pipeline', 'nanorna', 'ampliseq', 'ttseq', 'cidgoh_qc', 'nf-clip', 'SarGet', 'nf-core-platypus', 'Nextflow']"
1610,1610,43,"['SAMtools', 'SAMtools']",32,"['nf-core', 'ampatchlab', 'rastiks', 'supark87', 'kevinpryan', 'UMCUGenetics', 'eQTL-Catalogue', 'szabogtamas', 'zamanianlab', 'markxiao', 'epi2me-labs', 'hoelzer', 'replikation', 'gis-rpd', 'brucemoran', 'jiangweiyao', 'rikenbit', 'sripaladugu', 'gavinf97', 'czbiohub', 'qbic-pipelines', 'markgene', 'grpiccoli', 'goodwright', 'didillysquat', 'lobleya', 'wslh-bio', 'darcyabjones', 'h3abionet', 'msmallegan', 'UCL-BLIC', 'ralsallaq']",121,"['rsuchecki', 'batson', 'nf-core-bot', 'sven1103', 'danrlu', 'saramonzon', 'Galithil', 'szabogtamas', 'alexharston', 'sc13-bioinf', 'rfara', 'ktrns', 'aanil', 'gavinf97', 'kaitlinchaung', 'mamanambiya', 'malinlarsson', 'andreas-wilm', 'azure-pipelines[bot]', 'hynesgra', 'jemten', 'chelauk', 'na399', 'FriederikeHanssen', 'markgene', 'lobleya', 'stevekm', 'jackkamm', 'ellendejong', 'yuifu', 'alneberg', 'manabuishii', 'apeltzer', 'marc-jones', 'sarahjeeeze', 'evanfloden', 'charles-plessy', 'ywilke', 'Rotholandus', 'hoelzer', 'replikation', 'ffmmulder', 'colindaven', 'myoshimura080822', 'samlhao', 'vezzi', 'ewels', 'jcurado-flomics', 'rernst', 'kerimoff', 'alexandregilardet', 'marchoeppner', 'adrlar', 'didillysquat', 'pditommaso', 'kauralasoo', 'olgabot', 'msmallegan', 'davidmasp', 'rfenouil', 'maxulysse', 'lekhakaranam', 'supark87', 'ameintjes', 'markxiao', 'mult1fractal', 'neevor', 'wheelern', 'cjw85', 'pcantalupo', 'TCLamnidis', 'jfy133', 'senthil10', 'sarahdrury', 'CharlotteAnne', 'JoseEspinosa', 'darcyabjones', 'morpholino', 'jrdemasi', 'phoenixAja', 'jherrero', 'stekaz', 'v-clarissa', 'melferink', 'pranathivemuri', 'rastiks', 'kevinpryan', 'veeravalli', 'k-florek', 'AbigailShockey', 'brucemoran', 'MiguelJulia', 'Hammarn', 'sofiahaglund', 'jiangweiyao', 'ashildv', 'jun-wan', 'alexhbnr', 'skrakau', 'samirelanduk', 'scarlhoff', 'svarona', 'heuermh', 'lconde-ucl', 'bluegenes', 'tiagochst', 'maxibor', 'ZandraFagernas', 'aidaanva', 'szilvajuhos', 'sawibo', 'phue', 'lescai', 'chuan-wang', 'jfnavarro', 'IdoBar', 'ggabernet', 'arontommi', 'drpatelh', 'winni2k', 'ralsallaq']",37,"['RNAseq-VC-nf', 'cutnrun', 'spriggan', 'nf-sicilian', 'groupnextflow', 'eager', 'cellranger', 'repertoireseq_container', 'metaGx_nf', 'FOG', 'prac_nextflow', 'viralrecon', 'rpd-sg10k-grch38-gatk4-gvcf-freebayes-vcf', 'docker_pipelines', 'imaps-nf', 'GATK4_WGS', 'kopp_2021_fowl', 'chipimputation_evaluate_chips', 'DNAseq_references', 'batch_somatic', 'nf-predictorthologs', 'germline_somatic', 'rmghc-workshop-19', 'rtp_workshop', 'rnaseq', 'mgnify-lr', 'wf-transcript-target', 'sc2-illumina-pipeline', 'PRS-dev', 'NextflowModules', 'panann', 'nf-ginkgo', 'RamDAQ-prototype', 'sc2-ngs-analysis', 'coregenome_align_nf', 'nf-tracer', 'nf-dnaseq']"
1617,1617,4,['MultiQC'],4,"['nf-core', 'UMCUGenetics', 'czbiohub', 'UCL-BLIC']",28,"['jherrero', 'maxulysse', 'nf-core-bot', 'melferink', 'evanfloden', 'charles-plessy', 'ywilke', 'sc13-bioinf', 'ffmmulder', 'ashildv', 'alexhbnr', 'scarlhoff', 'TCLamnidis', 'jfy133', 'maxibor', 'ZandraFagernas', 'aidaanva', 'ewels', 'sawibo', 'phue', 'rernst', 'alexandregilardet', 'IdoBar', 'olgabot', 'ggabernet', 'ellendejong', 'apeltzer', 'drpatelh']",4,"['splicemotifs', 'nf-ginkgo', 'eager', 'NextflowModules']"
1618,1618,42,['FastQC'],31,"['nf-core', 'simozhou', 'dfornika', 'pilm-bioinformatics', 'dalmiaa', 'likelet', 'grbot', 'steepale', 'bioinformatics-lab', 'qbicsoftware-archive', 'genomicsITER', 'czbiohub', 'yassineS', 'gongyh', 'edgano', 'monikaBrandt', 'davismcc', 'jiangfuqing', 'grst', 'propan2one', 'drpatelh', 'kerimoff', 'marchoeppner', 'glormph', 'alemenze', 'vladsaveliev', 'rbpisupati', 'galaxyuvri-ea', 'UCL-BLIC', 'herczegrobert', 'remiolsen']",46,"['jherrero', 'simozhou', 'maxulysse', 'dfornika', 'sven1103', 'lizheng141026', 'druvus', 'Niinleslie', 'dalmiaa', 'Zethson', 'likelet', 'chenjy327', 'grbot', 'ZIWEI-WONG', 'steepale', 'LiuJie1117', 'genomicsITER', 'remiolsen', 'lconde-ucl', 'yassineS', 'apeltzer', 'lpantano', 'Wangxin555', 'gongyh', 'edgano', 'abhi18av', 'AlfredUg', 'monikaBrandt', 'davismcc', 'ewels', 'grst', 'Ninomoriaty', 'propan2one', 'kerimoff', 'marchoeppner', 'glormph', 'alemenze', 'pditommaso', 'vladsaveliev', 'rbpisupati', 'kalanir', 'olgabot', 'alneberg', 'pufetin', 'herczegrobert', 'drpatelh']",40,"['nf-core-lfquandenser', 'nf-core-cpo', 'nf-core-scgs', 'UvriMetaSeq', 'nf-core-singlegenometese', 'variantcallerbench', 'Sample_NF', 'magicuniqueamplicons', 'nf-core-example', 'rnaseq_variant_calling', 'blastlca', 'trinoflow', 'nf-extractcoding', 'CRISPR-Cas-off-target-identification', 'nf-core-sgrnaquant', 'nf-ortholog', 'pipelines-nf-circtools', 'NanoCLUST', 'qtlquant', 'wgsfastqtobam', 'nf-hipsci-fibro', 'MesKit', 'nf-large-assembly', 'nf-core-mutenrich', 'kinseq', 'cookiecutter', 'umcaw', 'nf-demux', 'nf-core-mynewpipeline', 'nf-core-test', 'nf-haplocaller', 'nf-bowtie', 'nf-core-radseq', 'trigenome-analysis-nf', 'wgsalign', 'epi-awesome', 'demux', 'ownpipeline', 'microarray-qc-workflow', 'TCoffee-NatureProtocol-nf']"
1631,1631,3,['gffread'],3,"['nf-core', 'czbiohub', 'UCL-BLIC']",12,"['chris-cheshire', 'jherrero', 'lconde-ucl', 'nf-core-bot', 'charlotte-west', 'dladd', 'jordeu', 'kaitlinchaung', 'cjfields', 'olgabot', 'ewels', 'KevinMenden']",3,"['nf-sicilian', 'wgsalign', 'cutandrun']"
1667,1667,8,['FreeBayes'],6,"['rmoran7', 'nf-core', 'sickle-in-africa', 'sripaladugu', 'UMCUGenetics', 'chelauk']",23,"['maxulysse', 'arontommi', 'nf-core-bot', 'ffmmulder', 'rmoran7', 'skrakau', 'malinlarsson', 'pcantalupo', 'BrunoGrandePhD', 'lconde-ucl', 'szilvajuhos', 'chelauk', 'ewels', 'FriederikeHanssen', 'lescai', 'adrlar', 'jfnavarro', 'olgabot', 'ggabernet', 'alneberg', 'davidmasp', 'apeltzer', 'jackmo375']",8,"['sarek', 'dx_sarek', 'saw.snv-indel', 'germline_somatic', 'test_nextflow_sarek', 'custom_sarek', 'sarek_ubec', 'saw.sarek']"
1668,1668,11,['GATK'],10,"['javaidm', 'rmoran7', 'lifebit-ai', 'nf-core', 'sickle-in-africa', 'sripaladugu', 'cgpu', 'UMCUGenetics', 'chelauk', 'nibscbioinformatics']",27,"['maxulysse', 'arontommi', 'nf-core-bot', 'ffmmulder', 'rmoran7', 'skrakau', 'malinlarsson', 'MGordon09', 'pcantalupo', 'BrunoGrandePhD', 'lconde-ucl', 'szilvajuhos', 'chelauk', 'ewels', 'FriederikeHanssen', 'lescai', 'adrlar', 'javaidm', 'jfnavarro', 'MSBradshaw', 'cgpu', 'olgabot', 'ggabernet', 'alneberg', 'davidmasp', 'apeltzer', 'jackmo375']",11,"['GenomeChronicler-Sarek-nf', 'sarek', 'layer_lab_vc', 'dx_sarek', 'germline_somatic', 'test_nextflow_sarek', 'custom_sarek', 'nf-core-bagobugs', 'sarek_ubec', 'PGP-UK-sarek', 'saw.sarek']"
1669,1669,17,['GATK'],10,"['javaidm', 'rmoran7', 'lifebit-ai', 'sickle-in-africa', 'nf-core', 'sripaladugu', 'cgpu', 'chelauk', 'UMCUGenetics', 'nibscbioinformatics']",27,"['maxulysse', 'arontommi', 'nf-core-bot', 'ffmmulder', 'rmoran7', 'skrakau', 'malinlarsson', 'MGordon09', 'pcantalupo', 'BrunoGrandePhD', 'lconde-ucl', 'szilvajuhos', 'chelauk', 'ewels', 'FriederikeHanssen', 'lescai', 'adrlar', 'javaidm', 'jfnavarro', 'MSBradshaw', 'cgpu', 'olgabot', 'ggabernet', 'alneberg', 'davidmasp', 'apeltzer', 'jackmo375']",16,"['GenomeChronicler-Sarek-nf', 'sarek', 'sarek-mirror', 'layer_lab_vc', 'dx_sarek', 'germline_somatic', 'sarek-genomechronicler', 'sarek-mirror-cache', 'test_nextflow_sarek', 'custom_sarek', 'nf-core-bagobugs', 'sarek_ubec', 'pgp-chronek', 'PGP-UK-sarek', 'haplosarek', 'saw.sarek']"
1670,1670,15,['SAMtools'],9,"['mclaugsf', 'rmoran7', 'lifebit-ai', 'sickle-in-africa', 'nf-core', 'sripaladugu', 'cgpu', 'chelauk', 'UMCUGenetics']",26,"['maxulysse', 'arontommi', 'nf-core-bot', 'brucemoran', 'ffmmulder', 'rmoran7', 'skrakau', 'malinlarsson', 'pcantalupo', 'BrunoGrandePhD', 'mclaugsf', 'lconde-ucl', 'szilvajuhos', 'chelauk', 'ewels', 'FriederikeHanssen', 'lescai', 'adrlar', 'jfnavarro', 'cgpu', 'olgabot', 'ggabernet', 'alneberg', 'davidmasp', 'apeltzer', 'jackmo375']",15,"['GenomeChronicler-Sarek-nf', 'seqtk-nextflow', 'sarek-mirror', 'ion-somatic-variant-calling', 'sarek', 'dx_sarek', 'germline_somatic', 'sarek-mirror-cache', 'test_nextflow_sarek', 'custom_sarek', 'sarek_ubec', 'PGP-UK-sarek', 'saw.sarek', 'somatic_exome_n-of-1', 'samtools-index-nf']"
1671,1671,6,['SAMtools'],5,"['rmoran7', 'nf-core', 'sickle-in-africa', 'sripaladugu', 'UMCUGenetics']",23,"['maxulysse', 'arontommi', 'nf-core-bot', 'ffmmulder', 'rmoran7', 'skrakau', 'malinlarsson', 'pcantalupo', 'BrunoGrandePhD', 'lconde-ucl', 'szilvajuhos', 'chelauk', 'ewels', 'FriederikeHanssen', 'lescai', 'adrlar', 'jfnavarro', 'olgabot', 'ggabernet', 'alneberg', 'davidmasp', 'apeltzer', 'jackmo375']",6,"['sarek', 'dx_sarek', 'germline_somatic', 'custom_sarek', 'sarek_ubec', 'saw.sarek']"
1672,1672,6,['BCFtools'],5,"['nf-core', 'rmoran7', 'sickle-in-africa', 'sripaladugu', 'UMCUGenetics']",23,"['maxulysse', 'arontommi', 'nf-core-bot', 'ffmmulder', 'rmoran7', 'skrakau', 'malinlarsson', 'pcantalupo', 'BrunoGrandePhD', 'lconde-ucl', 'szilvajuhos', 'chelauk', 'ewels', 'FriederikeHanssen', 'lescai', 'adrlar', 'jfnavarro', 'olgabot', 'ggabernet', 'alneberg', 'davidmasp', 'apeltzer', 'jackmo375']",6,"['sarek', 'dx_sarek', 'germline_somatic', 'custom_sarek', 'sarek_ubec', 'saw.sarek']"
1673,1673,13,['MultiQC'],8,"['nf-core', 'rmoran7', 'sickle-in-africa', 'sripaladugu', 'cgpu', 'chelauk', 'UMCUGenetics', 'melnel000']",31,"['maxulysse', 'arontommi', 'nf-core-bot', 'brucemoran', 'ffmmulder', 'rmoran7', 'marcelm', 'pallolason', 'waffle-iron', 'skrakau', 'malinlarsson', 'pcantalupo', 'BrunoGrandePhD', 'lconde-ucl', 'J35P312', 'szilvajuhos', 'chelauk', 'ewels', 'FriederikeHanssen', 'lescai', 'adrlar', 'Sebastian-D', 'pditommaso', 'jfnavarro', 'cgpu', 'olgabot', 'ggabernet', 'alneberg', 'davidmasp', 'apeltzer', 'jackmo375']",13,"['sarek', 'sarek-mirror', 'ion-somatic-variant-calling', 'dx_sarek', 'germline_somatic', 'sarek-genomechronicler', 'sarek-mirror-cache', 'test_nextflow_sarek', 'custom_sarek', 'Sarek_CBIO', 'sarek_ubec', 'saw.sarek', 'somatic_exome_n-of-1']"
