,list_contrib,list_own,list_wf,nb_contrib,nb_own,nb_reuse,nb_wf,tools
139,"{'Oli4', 'kosolapova', 'elimoss', 'schrins', 'fernanda-rodrigues', 'StephenRicher', 'tamburinif', 'yp', 'troyrowan', 'guyov1', 'shilpagarg', 'anthfm', 'olledejong', 'jakob-he', 'Redmar-van-den-Berg', 'fbartusch', 'bfremin', 'CarolinaPB', 'mpre', 'letaylor', 'jribado', 'kkkaslikar', 'visze', 'conchoecia', 'tsnorri', 'sylvainschmitt', 'bricoletc', 'harlydurbin', 'bsiranosian', 'dridk', 'wenweiliang', 'sanjaynagi', 'paudano', 'sciccolella', 'petercombs', 'tjense25', 'dvalenzu', 'hevmarriott', 'Antoineabel', 'cademirch', 'ksw9', 'Char-Al', 'MaleloAS', 'IuriyLeb', 'Ellis-Anderson', 'MeHelmy', 'oskarvid', 'jlanga', 'mgalland', 'ThibautPayen', 'arunbodd', 'reedacartwright', 'la60312', 'mikheyev', 'pmonnahan', 'scbaca', 'dgmaghini', 'ia327', 'jasminesmn', 'peterch405', 'Ducklegs17', 'xiamaz', 'eriqande', 'cosnicolaou', 'vodkatad', 'ryhui', 'arcadianlyric', 'GSalma', 'davemcg', 'c-mertes', 'KBoehme', 'fabiopuddu', 'wrf', 'rhpvorderman', 'navajain', 'vsoch', 'sevance', 'leahkemp', 'miramastoras', 'aryarm', 'dadahan', 'sndrtj', 'mariele-lensink', 'dfguan', 'jmonlong', 'thw17'}","{'letaylor', 'CGI-stLFR', 'pmonnahan', 'scbaca', 'MaleloAS', 'kkkaslikar', 'MaevaTecher', 'CarlborgGenomics', 'jasminesmn', 'hennlab', 'PEDIA-Charite', 'conchoecia', 'CarolinaPB', 'liluacrobat', 'IuriyLeb', 'sylvainschmitt', 'LUMC', 'elimoss', 'Ducklegs17', 'eriqande', 'vodkatad', 'harlydurbin', 'algbio', 'ryhui', 'StephenRicher', 'AlgoLab', 'dridk', 'EichlerLab', 'sanjaynagi', 'AlBi-HHU', 'troyrowan', 'davemcg', 'KBoehme', 'fabiopuddu', 'MeHelmy', 'recombinationlab', 'oskarvid', 'paudano', 'shilpagarg', 'jlanga', 'anthfm', 'petercombs', 'gagneurlab', 'olledejong', 'tjense25', 'leahkemp', 'aryarm', 'bhattlab', 'iqbal-lab-org', 'hevmarriott', 'ding-lab', 'dfguan', 'cademirch', 'ksw9', 'fbartusch', 'mariele-lensink', 'jmonlong', 'mscharmann', 'BleekerLab', 'thw17', 'arunbodd'}","{'EichlerLab/sniffles/1', 'letaylor/reference_1000G/1', 'KBoehme/ADGC_HRC_merge/1', 'pmonnahan/CanSel/1', 'vodkatad/snakegatk/9', 'olledejong/Snakemake-Pipeline/1', 'vodkatad/snakegatk/12', 'oskarvid/snakemake-intro/3', 'oskarvid/snakemake-intro/1', 'vodkatad/WXS_SNV/14', 'ding-lab/germline_variant_snakemake/3', 'MeHelmy/covid-pipeline/1', 'petercombs/dicty/1', 'troyrowan/imputation-pipeline/8', 'AlgoLab/MALVIRUS-repro/2', 'fabiopuddu/augur-fermentorum/8', 'vodkatad/snakegatk/14', 'troyrowan/imputation-pipeline/4', 'hennlab/AS-IBDNe/1', 'sylvainschmitt/snakemake_singularity/1', 'anthfm/ExomeProcess/4', 'davemcg/casey_to_gemini/1', 'arunbodd/MultiQC_WES/1', 'aryarm/str_ase/1', 'vodkatad/WXS_SNV/16', 'ksw9/mtb_pipeline/1', 'gagneurlab/OUTRIDER-analysis/2', 'harlydurbin/bovine_demo/9', 'jmonlong/pangenome-evaluation/2', 'hevmarriott/m00a-snakemake/1', 'kkkaslikar/variant-calling-pipeline/1', 'harlydurbin/bovine_demo/4', 'StephenRicher/HiCFlow/1', 'iqbal-lab-org/paper_gramtools_nesting/2', 'IuriyLeb/drosophila_project/1', 'leahkemp/testing_seattleflu_assembly/3', 'fbartusch/snakemake_tutorial/1', 'vodkatad/WXS_SNV/13', 'troyrowan/imputation-pipeline/12', 'shilpagarg/CRISPR_analysis/1', 'vodkatad/WXS_SNV/17', 'troyrowan/imputation-pipeline/6', 'MaevaTecher/varroa-host-jump/1', 'jasminesmn/Snakemake/1', 'thw17/Rupp_etal_Anole_DosageCompensation/1', 'vodkatad/snakegatk/11', 'dfguan/vcpipe/1', 'AlBi-HHU/genetic-polyploid-phasing-suppl-material/1', 'EichlerLab/pbsv/4', 'recombinationlab/sciL3Pipe/2', 'jmonlong/pangenome-evaluation/1', 'CarolinaPB/nanopore-assembly/1', 'bhattlab/lathe/1', 'elimoss/lathe/1', 'AlgoLab/MALVIRUS-data/1', 'vodkatad/WXS_SNV/18', 'iqbal-lab-org/paper_gramtools_nesting/7', 'troyrowan/imputation-pipeline/11', 'eriqande/phase-chromosomes-snakeflow/1', 'vodkatad/snakegatk/13', 'AlgoLab/MALVIRUS-repro/1', 'davemcg/NGS_genotype_calling/2', 'oskarvid/snakemake-intro/2', 'dridk/tp_snakemake/1', 'CarlborgGenomics/Stripes/2', 'LUMC/hutspot/1', 'vodkatad/WXS_SNV/15', 'leahkemp/testing_seattleflu_assembly/4', 'liluacrobat/Shotgun_inStrain/15', 'leahkemp/testing_seattleflu_assembly/1', 'CarolinaPB/gbs-genetic-fitness/1', 'tjense25/SRS_SV_calling/1', 'leahkemp/testing_seattleflu_assembly/2', 'conchoecia/hormiphora/1', 'Ducklegs17/tigersnakes/1', 'conchoecia/hormiphora/3', 'aryarm/as_analysis/3', 'ding-lab/germline_variant_snakemake/1', 'MaleloAS/Alice_MS/1', 'vodkatad/snakegatk/18', 'BleekerLab/genotype_from_rnaseq/1', 'CGI-stLFR/CGI_WGS_Pipeline/2', 'paudano/pbsv/4', 'sanjaynagi/Ne_Ag/1', 'bhattlab/bhattlab_workflows/15', 'jmonlong/sv-nicu/1', 'PEDIA-Charite/PEDIA-workflow/4', 'iqbal-lab-org/paper_gramtools_nesting/9', 'scbaca/cwas/1', 'mscharmann/sexdelim/1', 'ding-lab/germline_variant_snakemake/2', 'ryhui/imputation-pipeline/1', 'mariele-lensink/PopDiff/1', 'algbio/panvc-sample-workflow/1', 'cademirch/Track-Hub-Maker/1', 'troyrowan/imputation-pipeline/10', 'jlanga/smsk_smrtanalysis/2'}",86.0,61.0,219.0,97.0,['BCFtools']
140,{'mzapatka'},{'mzapatka'},{'mzapatka/p-dip/1'},1.0,1.0,1.0,1.0,"['SPEED', 'HHCompare', 'Trinity']"
141,{'mrvollger'},{'mrvollger'},{'mrvollger/PhaseONT/1'},1.0,1.0,1.0,1.0,"['seqtk', 'Fastqz', 'SAMtools']"
142,"{'joyeuxnoel8', 'mchaisso'}",{'ChaissonLab'},{'ChaissonLab/danbing-tk/1'},2.0,1.0,1.0,1.0,['spkTools']
143,{'redekarnr'},{'NCBR-FNLCR'},{'NCBR-FNLCR/Long-read-genome-assembly/1'},1.0,1.0,1.0,1.0,"['wtdbg2', 'ANACONDA']"
144,"{'alliblk', 'nandsra21', 'huddlej'}",{'blab'},"{'blab/cartography/3', 'blab/cartography/7', 'blab/cartography/5', 'blab/cartography/10', 'blab/cartography/4', 'blab/cartography/9'}",3.0,1.0,6.0,6.0,"['EmbedSOM', 'Gnumap']"
145,{'fcarelli'},{'fcarelli'},"{'fcarelli/glre/9', 'fcarelli/glre/10'}",1.0,1.0,2.0,2.0,"['BLASTP-ACC', 'SAMtools']"
146,"{'caipine', 'crazyhottommy', 'russHyde'}","{'crazyhottommy', 'caipine', 'WeiSong-bio'}","{'crazyhottommy/pyflow-ChIPseq/1', 'caipine/Snakemake-CHIPseq/1', 'WeiSong-bio/PocketChangeJ-pyflow-ChIPseq/1', 'caipine/Snakemake-CHIPseq/2'}",3.0,3.0,4.0,4.0,"['Bowtie', 'SAMBLASTER', 'SAMtools', 'SAMtools']"
147,{'vinay-swamy'},{'vinay-swamy'},{'vinay-swamy/ocular_transcriptomes_pipeline/1'},1.0,1.0,1.0,1.0,['Crossmapper']
148,{'MaleloAS'},{'MaleloAS'},{'MaleloAS/Alice_MS/1'},1.0,1.0,1.0,1.0,"['FreeBayes', 'BCFtools']"
149,"{'wir963', 'kosolapova', 'mrbarbitoff', 'tsnorri', 'IuriyLeb', 'fernanda-rodrigues', 'tyh-19', 'vodkatad', 'StephenRicher', 'anaghadesh', 'wenweiliang', 'angelat1020', 'davemcg', 'peter-yufan-zeng', 'andrewmlynn', 'oskarvid', 'hurrialice', 'sraorao', 'AmitBinf', 'mathbionerd', 'fingerfen', 'naveen584', 'petercombs', 'josephhalstead', 'dvalenzu', 'aryarm', 'hevmarriott', 'apredeus', 'sfrenk', 'dfloresDIL'}","{'Xiuying', 'WilsonSayresLab', 'getzlab', 'IuriyLeb', 'tyh-19', 'vodkatad', 'algbio', 'ruppinlab', 'StephenRicher', 'bioinf', 'davemcg', 'peter-yufan-zeng', 'oskarvid', 'sraorao', 'LynnGroup-SCIS-JNU', 'fingerfen', 'petercombs', 'josephhalstead', 'aryarm', 'hevmarriott', 'ding-lab', 'sfrenk', 'dfloresDIL'}","{'aryarm/str_ase/1', 'sfrenk/variant_calling_pipeline/2', 'vodkatad/WXS_SNV/16', 'ding-lab/germline_variant_snakemake/1', 'oskarvid/snakemake_germline_legacy/1', 'vodkatad/WXS_SNV/6', 'hevmarriott/m00a-snakemake/1', 'vodkatad/snakegatk/9', 'vodkatad/snakegatk/10', 'vodkatad/snakegatk/8', 'peter-yufan-zeng/AN_WGS_script/1', 'getzlab/smk-m2/1', 'StephenRicher/HiCFlow/1', 'vodkatad/WXS_SNV/7', 'vodkatad/snakegatk/12', 'dfloresDIL/MEGA/4', 'IuriyLeb/drosophila_project/1', 'vodkatad/WXS_SNV/18', 'vodkatad/WXS_SNV/13', 'sraorao/snakemake_code_clinic_2/4', 'vodkatad/snakegatk/18', 'vodkatad/WXS_SNV/14', 'ding-lab/germline_variant_snakemake/3', 'vodkatad/snakegatk/6', 'tyh-19/cfRNAseq/1', 'vodkatad/snakegatk/13', 'davemcg/NGS_genotype_calling/2', 'vodkatad/snakegatk/7', 'ruppinlab/CSI-Microbes-identification/6', 'LynnGroup-SCIS-JNU/SnakeVar/1', 'ding-lab/germline_variant_snakemake/2', 'Xiuying/CallVars/1', 'sraorao/snakemake_GMS_MT2021/6', 'vodkatad/WXS_SNV/17', 'petercombs/dicty/1', 'aryarm/as_analysis/4', 'sraorao/snakemake_cc_2021/7', 'algbio/panvc-sample-workflow/1', 'vodkatad/WXS_SNV/15', 'bioinf/russian_exome_pipeline/1', 'sfrenk/variant_calling_pipeline/1', 'josephhalstead/insilico_limit_of_detection/1', 'WilsonSayresLab/PopInf/1', 'davemcg/NGS_genotype_calling/1', 'vodkatad/snakegatk/11', 'fingerfen/WES_Short_Variant_and_CNV_Pipeline/1', 'vodkatad/WXS_SNV/5', 'peter-yufan-zeng/AN_WGS_script/2'}",30.0,23.0,242.0,48.0,['GATK']
150,"{'dwheelerau', 'halexand', 'shu251', 'swo'}","{'dwheelerau', 'shu251', 'openbiome'}","{'shu251/tagseq-qiime2-snakemake/2', 'shu251/tagseq-qiime2-snakemake/1', 'openbiome/donors-16s/1', 'openbiome/donor-effects/1', 'dwheelerau/snakemake-vsearch-otutab/1'}",4.0,3.0,7.0,5.0,['BioMe']
151,"{'fabiopuddu', 'ia327'}",{'fabiopuddu'},{'fabiopuddu/augur-fermentorum/3'},2.0,1.0,1.0,1.0,['NoD']
152,{'bhaddow'},{'bhaddow'},{'bhaddow/pmindia-crawler/2'},1.0,1.0,1.0,1.0,['VarSome']
153,{'mrvollger'},{'mrvollger'},{'mrvollger/PhaseONT/1'},1.0,1.0,1.0,1.0,['YAKUSA']
154,{'seb-mueller'},{'seb-mueller'},{'seb-mueller/snakemake_sRNAseq/1'},1.0,1.0,1.0,1.0,"['Reporter', 'getnumber', 'Reporter', 'ParTIES', 'Bowtie', 'SAMtools']"
155,"{'nate-d-olson', 'gavinband', 'jpvernadet', 'dbrg77', 'jcmcnch', 'groodri', '0mician', 'conchoecia', 'aschuerch', 'CarolinaPB', 'baigal628', 'nathanhaigh', 'MalbertRogers', 'Ducklegs17', 'fcarelli', 'andnischneider', 'kpalin', 'bluegenes', 'ALFLAG', 'liulab-dfci', 'jzhang1994', 'karel-brinda', 'mrvollger', 'crazyhottommy', 'wrf', 'jmonlong', 'lculibrk', 'johnne', 'chowe303', 'natir', 'jennahd', 'alexzaccaron', 'EulleSA', 'GeorgiaBreckell', 'loire', 'simakro'}","{'nate-d-olson', 'dbrg77', 'jcmcnch', 'conchoecia', 'pgpmartin', 'aschuerch', 'CarolinaPB', 'eggleston-lab', 'Ducklegs17', 'fcarelli', 'andnischneider', 'kpalin', 'bluegenes', 'ALFLAG', 'liulab-dfci', 'mrvollger', 'c2-d2', 'jmonlong', 'lculibrk', 'natir', 'jennahd', 'alexzaccaron', 'EulleSA', 'LoGT-KULeuven', 'i2bc', 'longread-well', 'GeorgiaBreckell', 'loire', 'simakro'}","{'Ducklegs17/pacbio_clr/1', 'mrvollger/PhaseONT/1', 'loire/snakevirome/1', 'CarolinaPB/nanopore-assembly/1', 'c2-d2/rase-pipeline/1', 'lculibrk/canseq_pipeline/4', 'i2bc/TOP/1', 'jmonlong/pangenome-evaluation/2', 'GeorgiaBreckell/assembly_pipeline/1', 'simakro/smk-artic-ont/1', 'EulleSA/Metagenomics_Analysis/1', 'longread-well/shortread-pipeline/2', 'conchoecia/hormiphora/2', 'liulab-dfci/CHIPS/12', 'eggleston-lab/Plumber/1', 'LoGT-KULeuven/y2h_Bam35-Bt_analysis/1', 'kpalin/VirusIntegrationFinder/1', 'longread-well/bakeoff/9', 'nate-d-olson/engineering-bio-lacI-landscape/1', 'ALFLAG/Viral_Variant_Visualiser/1', 'andnischneider/its_workflow/1', 'jcmcnch/MGPrimerEval/2', 'jcmcnch/MGPrimerEval/3', 'natir/yacrd-and-fpa-upstream-tools-for-lr-genome-assembly/4', 'aschuerch/bactofidia/1', 'lculibrk/canseq_pipeline/1', 'LoGT-KULeuven/y2h_Bam35-Bt_analysis/2', 'bluegenes/2020-simulate-rnaseq/5', 'dbrg77/plate_scATAC-seq/4', 'pgpmartin/NanoBAC_pipeline/1', 'fcarelli/glre/44', 'alexzaccaron/2021_pms_mt/2', 'jennahd/HGT_trees/1', 'Ducklegs17/pacbio_hifi/1', 'CarolinaPB/gbs-genetic-fitness/1', 'dbrg77/plate_scATAC-seq/2', 'bluegenes/2020-simulate-rnaseq/4', 'conchoecia/hormiphora/1'}",36.0,29.0,64.0,38.0,['seqtk']
156,"{'alliblk', 'nandsra21', 'huddlej'}",{'blab'},"{'blab/cartography/6', 'blab/cartography/8'}",3.0,1.0,3.0,2.0,['bammds']
157,"{'JaneNjeri', 'enezermjema', 'winfrednyoroka', 'Tendo1434'}",{'enezermjema'},{'enezermjema/Mini-project-group-06/1'},4.0,1.0,1.0,1.0,['NGMLR']
158,{'gartician'},{'maxsonBraunLab'},{'maxsonBraunLab/hint-atac-old/1'},1.0,1.0,1.0,1.0,['Match']
159,"{'davemcg', 'josephhalstead', 'sndrtj', 'rhpvorderman', 'fingerfen'}","{'davemcg', 'LUMC', 'josephhalstead', 'fingerfen'}","{'davemcg/NGS_genotype_calling/2', 'josephhalstead/insilico_limit_of_detection/1', 'LUMC/gnomad-merge/1', 'fingerfen/WES_Short_Variant_and_CNV_Pipeline/1', 'davemcg/casey_to_gemini/1'}",5.0,4.0,6.0,5.0,['vt']
160,"{'inodb', 'alneberg'}","{'inodb', 'alneberg'}","{'inodb/2014-05-mdopson-viral/1', 'alneberg/2015-04-BARM-Concoct/1'}",2.0,2.0,2.0,2.0,"['FastQC', 'assemblyget', 'TTS mapping', 'Binning']"
161,"{'bdoughty', 'fedxa', 'fcarelli', 'engreitz'}","{'EngreitzLab', 'fcarelli', 'fedxa'}","{'fedxa/RPF_pipeline/1', 'EngreitzLab/hypr-seq/1', 'fcarelli/glre/46'}",4.0,3.0,8.0,3.0,['cshl_fastx_trimmer']
162,{'Ellis-Anderson'},{'CGI-stLFR'},"{'CGI-stLFR/CGI_de_novo_real_Pipeline_no_seed/1', 'CGI-stLFR/CGI_de_novo_sim_Pipeline_no_seed/1', 'CGI-stLFR/CGI_de_novo_real_Pipeline/1', 'CGI-stLFR/CGI_de_novo_sim_Pipeline/1'}",1.0,1.0,4.0,4.0,['EXTRACT']
163,"{'jennahd', 'mworkentine', 'cmkobel', 'danielzmbp', 'Tu6ka', 'tijeco', 'jzehr', 'CJREID', 'halexand', 'MostafaYA', 'waglecn', 'maxlcummins', 'jffcole7', 'fieldima', 'OliverH2020'}","{'jennahd', 'veg', 'cmkobel', 'danielzmbp', 'tijeco', 'CJREID', 'halexand', 'MostafaYA', 'waglecn', 'maxlcummins', 'fieldima', 'ucvm'}","{'maxlcummins/pipelord/12', 'halexand/BUSCO-MAG-Phylogeny/1', 'maxlcummins/pipelord/13', 'maxlcummins/pipelord/19', 'tijeco/FUSTr/1', 'maxlcummins/pipelord/14', 'tijeco/FUSTr/6', 'ucvm/vmmp/1', 'cmkobel/assemblycomparator2/1', 'CJREID/snplord/1', 'maxlcummins/pipelord/17', 'fieldima/biof501-pipeline/1', 'tijeco/FUSTr/7', 'waglecn/helD_search/1', 'danielzmbp/wsgups/1', 'MostafaYA/snakeNullarbor/1', 'jennahd/HGT_trees/1', 'maxlcummins/pipelord/18', 'veg/coronavirus-comparative/1'}",15.0,12.0,19.0,19.0,['FastTree']
164,{'hevmarriott'},{'hevmarriott'},{'hevmarriott/m00a-snakemake/1'},1.0,1.0,1.0,1.0,['Delly2']
165,"{'liulab-dfci', 'baigal628', 'chenfeiwang', 'QiangTU', 'kant', 'crazyhottommy', 'DongqingSun', 'mgalland', 'taoliu', 'mengxiao', 'DongqingSun96', 'nuan604', 'yyolanda', 'pawel125'}","{'liulab-dfci', 'mgalland', 'mgildea87', 'yyolanda', 'pawel125'}","{'yyolanda/snakemake_for_rnaseq/1', 'liulab-dfci/MAESTRO/5', 'mgildea87/RNAseq_PE/1', 'pawel125/RNAseq_hpc_workflow/1', 'mgalland/neurofjacobs/2'}",14.0,5.0,6.0,5.0,"['STAR', 'SAMtools']"
166,{'mwort'},{'mwort'},{'mwort/snakemake_grass/2'},1.0,1.0,1.0,1.0,['XVector']
167,"{'JyotiDalal93', 'ecalfee'}","{'JyotiDalal93', 'ecalfee'}","{'JyotiDalal93/bioinformatics_pipeline_ngs/1', 'ecalfee/hilo/13', 'ecalfee/hilo/9', 'ecalfee/hilo/4', 'ecalfee/hilo/3', 'ecalfee/hilo/12', 'ecalfee/hilo/11'}",2.0,2.0,15.0,7.0,['ANGSD']
168,{'Faitero'},"{'Faitero', 'bioxfu'}","{'bioxfu/iCLIP/2', 'bioxfu/iCLIP/1', 'Faitero/iCount_snakemake/1', 'Faitero/iCount_snakemake/2'}",1.0,2.0,22.0,4.0,['TRUmiCount']
169,{'natir'},{'natir'},{'natir/yacrd-and-fpa-upstream-tools-for-lr-genome-assembly/1'},1.0,1.0,1.0,1.0,"['GeneLink', 'XTRACT', 'seqtk']"
170,{'boulund'},{'boulund'},{'boulund/iceman_analysis/1'},1.0,1.0,2.0,1.0,['DFAST']
171,{'boasvdp'},{'boasvdp'},{'boasvdp/COMBAT/3'},1.0,1.0,2.0,1.0,['EzClermont']
172,{'chrishah'},{'chrishah'},{'chrishah/prepro/1'},1.0,1.0,1.0,1.0,"['Platanus_B', 'Platanus_B', 'Platanus_B']"
173,"{'kapelletier', 'vangalamaheshh', 'CarolinaPB'}","{'CarolinaPB', 'dst-umms', 'hardingnj'}","{'CarolinaPB/nanopore-assembly/1', 'hardingnj/snakeit/1', 'dst-umms/MAMBA/8', 'dst-umms/MAMBA/4'}",3.0,3.0,6.0,4.0,['VCFFilterJS']
174,"{'bnelsj', 'alexzaccaron', 'thw17'}","{'bnelsj', 'alexzaccaron', 'thw17'}","{'alexzaccaron/2021_enec_mt/5', 'thw17/ASU_BIO543_Genome_Assembly_2018/1', 'bnelsj/bwa_mem_mapping/1', 'alexzaccaron/2021_enec_mt/3'}",3.0,3.0,4.0,4.0,"['BWA', 'SAMBLASTER', 'SAMtools']"
175,{'dfloresDIL'},{'dfloresDIL'},{'dfloresDIL/MEGA/4'},1.0,1.0,2.0,1.0,"['Bowtie', 'SAMtools', 'Picard']"
176,"{'GSalma', 'Oli4', 'guyov1', 'xiamaz', 'visze', 'jakob-he', 'la60312'}",{'PEDIA-Charite'},{'PEDIA-Charite/PEDIA-workflow/12'},7.0,1.0,1.0,1.0,"['BCFtools', 'VCFtools']"
177,set(),{'pgpmartin'},{'pgpmartin/NanoBAC_pipeline/1'},0.0,1.0,2.0,1.0,['Kalign']
178,"{'mrvollger', 'GeorgiaBreckell', 'eclarke', 'simakro', 'redekarnr'}","{'mrvollger', 'GeorgiaBreckell', 'ares-lab', 'simakro', 'NCBR-FNLCR'}","{'GeorgiaBreckell/assembly_pipeline/1', 'mrvollger/PhaseONT/1', 'simakro/smk-artic-ont/1', 'NCBR-FNLCR/Long-read-genome-assembly/1', 'ares-lab/assembler/1'}",5.0,5.0,6.0,5.0,['CANU']
179,"{'jrhawley', 'scottgigante', 'HeyLifeHD', 'rmvpaeme', 'seb-mueller', 'emdann'}","{'scottgigante', 'LupienLab', 'HeyLifeHD', 'rmvpaeme', 'seb-mueller', 'emdann'}","{'LupienLab/pipeline-bisulfite-sequencing/1', 'rmvpaeme/cfRRBS_manuscript/1', 'emdann/HexamerBias/1', 'scottgigante/haplotyped-methylome/9', 'seb-mueller/snakemake-bisulfite/1', 'HeyLifeHD/ScSnakeMeth/1'}",6.0,6.0,7.0,6.0,['Bismark']
180,"{'fabiopuddu', 'ia327'}",{'fabiopuddu'},{'fabiopuddu/augur-fermentorum/9'},2.0,1.0,1.0,1.0,['TraceMontage']
181,"{'robinvanderlee', 'jaimicore'}",{'jaimicore'},{'jaimicore/JASPAR_2020/4'},2.0,1.0,2.0,1.0,['matrix-clustering']
182,"{'SamStudio8', 'callumparr', 'wrf', 'vrmarcelino', 'bsipos', 'martynakgajos', 'sagrudd', 'conchoecia'}","{'SamStudio8', 'callumparr', 'rmtsoa', 'vrmarcelino', 'nanoporetech', 'martynakgajos', 'conchoecia'}","{'SamStudio8/reticulatus/1', 'vrmarcelino/MetaModels/3', 'callumparr/ont_tutorial_transcriptome/1', 'martynakgajos/nanopore-transcriptome-analysis/1', 'rmtsoa/ont_tutorial_pinfish/1', 'nanoporetech/pipeline-pinfish-analysis/1', 'conchoecia/hormiphora/1'}",8.0,7.0,7.0,7.0,"['Minimap2', 'SAMtools', 'SAMtools']"
183,"{'loire', 'mw55309', 'fcarelli', 'hnawar'}","{'loire', 'mw55309', 'fcarelli', 'WatsonLab'}","{'mw55309/MAGCloudCosts/6', 'fcarelli/glre/30', 'loire/snakevirome/1', 'fcarelli/glre/29', 'WatsonLab/GoogleMAGs/4', 'WatsonLab/GoogleMAGs/8', 'mw55309/MAGCloudCosts/12', 'mw55309/MAGCloudCosts/2'}",4.0,4.0,8.0,8.0,"['BWA', 'SAMtools', 'SAMtools', 'SAMtools']"
184,{'lch14forever'},{'lch14forever'},"{'lch14forever/gis_minion_basecall/1', 'lch14forever/gis_minion_basecall/2'}",1.0,1.0,3.0,2.0,['Poretools']
185,set(),{'bioxfu'},{'bioxfu/BS-Seq2/1'},0.0,1.0,1.0,1.0,['Btrim']
186,"{'DSJM', 'arvestad'}","{'DSJM', 'arvestad'}","{'DSJM/ConbAC/1', 'arvestad/accuracy_in_prime/3', 'arvestad/accuracy_in_prime/2'}",2.0,2.0,3.0,3.0,['Arf']
187,{'jmonlong'},{'jmonlong'},{'jmonlong/pangenome-evaluation/1'},1.0,1.0,1.0,1.0,"['VGA', 'seqtk']"
188,{'bnovak1'},{'bnovak1'},"{'bnovak1/MARTINI-DNA-tutorials/2', 'bnovak1/MARTINI-DNA-tutorials/1'}",1.0,1.0,2.0,2.0,['MAGNA++']
189,{'fcarelli'},{'fcarelli'},{'fcarelli/glre/44'},1.0,1.0,1.0,1.0,"['BWA', 'Bowtie']"
190,"{'boasvdp', 'niekh-13'}",{'niekh-13'},{'niekh-13/phylogenetic_workflows/2'},2.0,1.0,3.0,1.0,['PIRATE']
191,{'vodkatad'},{'vodkatad'},{'vodkatad/WXS_SNV/7'},1.0,1.0,1.0,1.0,"['SAMtools', 'MultiQC']"
192,"{'johnne', 'andnischneider'}",{'andnischneider'},{'andnischneider/its_workflow/2'},2.0,1.0,1.0,1.0,['Swarm']
